formula,band_gap
Nb7Co6,0.0
Nb7(B4Ru3)2,0.0
Nb7(B2C)3,0.0
Nb6ZnTe8,0.0
Nb6ZnS8,0.0
Nb6Zn7,0.0
Nb6V3Ni3C2,0.0
Nb7(BC)4,0.0
Nb6PbS8,0.0
Nb6OsAu,0.0
Nb6CdSe8,0.0
Nb6CdS8,0.0
Nb6C5,0.0
Nb6BiS8,0.0
Nb6Co16Ge7,0.0
Nb6AlGe,0.0
Nb6Al11Ir,0.0
Nb6AlSi,0.0
Nb6Co16Si7,0.0
Nb6Cr7,0.0
Nb6Ni7,0.0
Nb6Ni16Ge7,0.0
Nb6InSe8,0.0
Nb6GePt,0.0
Nb6GaGe,0.0
Nb6Fe7,0.0
Nb6Fe16Si7,0.0
Nb4FeTe4,0.0
Nb3InSe12,0.0
Nb3Ir,0.0
Nb3IrS8,0.0
Nb3MoSe8,0.0
Nb3Ni,0.0
Nb3Ni3C,0.0
Nb3NiS6,0.0
Nb3NiSe6,0.0
Nb3Os,0.0
Nb3P,0.0
Nb3S4,0.0
Nb3Ru,0.0
Nb3RhSe6,0.0
Nb3In,0.0
Nb3Pd,0.0
Nb3Pb2O7F5,0.0
Nb3Pb2(O2F)4,0.0
Nb3Pb,0.0
Nb3GeTe6,0.0
Nb3Cr3C,0.0
Nb3Cr,0.0
Nb3CoSe6,0.0
Nb3CoS6,0.0
Nb3Co5B2,0.0
Nb3Co3C,0.0
Nb3Co2Si,0.0
Nb3Bi,0.0
Nb3B4W3,0.0
Nb3B4,0.0
Nb3B3C,0.0
Nb3Co4B7,0.0
Nb3Cr8Si,0.0
Nb3Ga2,0.0
Nb3Ga,0.0
Nb3FeSe6,0.0
Nb3Fe8Si,0.0
Nb3Fe,0.0
Nb3FeSe10,0.0
Nb3Se4,0.0
Nb3Si,0.0
Nb4CoSi,0.0
Nb4CoSe8,0.0
Nb4CoS8,0.0
Nb4CoPt3,0.0
Nb4CoP,0.0
Nb4Co2N,0.0
Nb4Co2C,0.0
Nb4Co(CS2)2,0.0
Nb4C3,0.0
Nb4Co2PdSe12,0.0
Nb4CrS8,0.0
Nb4FeSe8,0.0
Nb4FeP,0.0
Nb4Fe3Si5,0.0
Nb4CuSi,0.0
Nb4CuSe8,0.0
Nb4Cu(CS2)2,0.0
Nb4CrSe8,0.0
Nb4Fe2N,0.0
Nb4B20Mo11,0.0
Nb4AlN3,0.0
Nb3Te3As,0.0
Nb3Te4,0.0
Nb3SnGeMo3,0.0
Nb3SiTe6,0.0
Nb3SiSnMo3,0.0
Nb3SiO10,0.0
Nb3Si2,0.0
Nb4As3,0.0
Nb3TlVCl11,0.0
Nb3V3Ge2,0.0
Nb4Al5Co3,0.0
Nb4Al,0.0
Nb3ZnAu,0.0
Nb3Zn3N,0.0
Nb3V(PO4)6,0.0
Nb3WSe8,0.0
Nb3WS8,0.0
Nb3V5(B2Ir)4,0.0
Nb3V3Si2,0.0
NaLiTbWO6,0.0
NaLiNb4O12,0.0
NaLiMnS2,0.0
Na5Mn11O24,0.0
Na5Mn2As(CO4)4,0.0
Na5Mn2O8,0.0
Na5Mn2P(CO4)4,0.0
Na5Mn2P2(CO7)2,0.0
Na5Mn4(SiO3)6,0.0
Na5Ni2P2(CO7)2,0.0
Na5Fe6(SiO3)12,0.0
Na5Ni2As(CO4)4,0.0
Na5Nd11Ti10Mn6O48,0.0
Na5Mn7O16,0.0
Na5Eu4Si4O16F,0.0
Na5As4,0.0
Na5(ZnSn5)2,0.0
Na5(WO3)13,0.0
Na5Bi2P(CO4)4,0.0
Na5(NiO2)8,0.0
Na5(NiO2)6,0.0
Na5(CuO2)3,0.0
Na4Zr(SiO3)6,0.0
Na4Y2(IrO4)3,0.0
Na5Ca4(SiO3)6,0.0
Na5CuHO4,0.0
Na5Cu7O13,0.0
Na5Ca2Ce3Ti8Nb2O30,0.0
Na5Cr2As(CO4)4,0.0
Na5Co2P(CO4)4,0.0
Na5Co2As(CO4)4,0.0
Na5Ce3Ti6Nb2O24,0.0
Na5Co2S5,0.0
Na4W4O15,0.0
Na6CoSe4,0.0
Na6Cr2B4PO16,0.0
Na6Cr2B4SO16,0.0
Na6Cr2C4SO16,0.0
Na6Cr2P(CO4)4,0.0
Na6Cu2As(CO4)4,0.0
Na6Cu2C4SO16,0.0
Na6Cu2P(CO4)4,0.0
Na6CuO4,0.0
Na6Fe2As(CO4)4,0.0
Na6Fe2B4AsO16,0.0
Na6Fe2C4SO16,0.0
Na6Fe2P(CO4)4,0.0
Na6RuN4,0.0
Na6OsN4,0.0
Na6O,0.0
Na6Ni2As(CO4)4,0.0
Na6Cd16Au7,0.0
Na6MnTe4,0.0
Na6Mn2B4AsO16,0.0
Na6Mn2As(CO4)4,0.0
Na6Mg3B9P6H3O38,0.0
Na6Mn2P(CO4)4,0.0
Na6Bi2P(CO4)4,0.0
Na5Sr2B10(CO13)2,0.0
Na5SnSb3,0.0
Na5Sn2,0.0
Na5Sn13,0.0
Na5Si51,0.0
Na5TbO6,0.0
Na5Ni9O16,0.0
Na5PrO6,0.0
Na5Ti3F14,0.0
Na6Bi2As(CO4)4,0.0
Na6B4Sb2SO16,0.0
Na6B4Sb2PO16,0.0
Na6(WO3)7,0.0
Na5Zr2Si6ClO20,0.0
Na5Ti16O32,0.0
Na5V2(PO5)3,0.0
Na5Ti3O8,0.0
Na5VO4,0.0
Na4V20(CuO4)15,0.0
Na2Cu5TeS3O19,0.0
Na2CuAsCO7,0.0
Na2CuAuF6,0.0
Na2CuO2,0.0
Na2CuPCO7,0.0
Na2CuPdF6,0.0
Na2Eu2Ti3O10,0.0
Na2EuCl5,0.0
Na2Fe(Si2O5)3,0.0
Na2Fe2O5,0.0
Na2Fe3S4,0.0
Na4Al3Si3NO12,0.0
Na4(WO3)9,0.0
Na4(CoO2)7,0.0
Na3Zr3Fe(PO4)6,0.0
Na2FeNi2(PO4)3,0.0
Na2FeCuF7,0.0
Na2Cu4P2ClO9,0.0
Na2Cu3O4,0.0
Na2Co6O7,0.0
Na2Cl,0.0
Na2CeFeO6,0.0
Na2CeCuCl6,0.0
Na2CoO3,0.0
Na2Ce2TiSi(CO6)2,0.0
Na2CdPb,0.0
Na2CdO3,0.0
Na2CdHg,0.0
Na2Cd11,0.0
Na2CdSn,0.0
Na4Al3Si3SO16,0.0
Na2Cu3(SiO3)4,0.0
Na2Cu3(GeO3)4,0.0
Na2Cu(HO)4,0.0
Na2Cu(BrCl)2,0.0
Na2CrCl4,0.0
Na2Cr3O9,0.0
Na2CoSe2,0.0
Na2CoS2,0.0
Na2Cr7O14,0.0
Na4Al3Si7(HO3)8,0.0
Na4Ca4Be4AlSi7(O6F)4,0.0
Na4MgMn4O8,0.0
Na4Mn2O5,0.0
Na4MgCu(AsO4)2,0.0
Na4Mg11AlSi12(HO10)4,0.0
Na4Mg(Fe2O5)2,0.0
Na4Mg(CuO2)4,0.0
Na4Mn2P(CO4)4,0.0
Na4Nb9(P2O13)3,0.0
Na4Ti6O13,0.0
Na4Tb2(IrO4)3,0.0
Na4SrTa5O15,0.0
Na4Sn2Ge5O17,0.0
Na4Sn2C4SO16,0.0
Na4Mn9O18,0.0
Na4NiO4,0.0
Na4Ni3O7,0.0
Na4Ni3(SbO5)2,0.0
Na6SbO5,0.0
Na4Li3(FeO4)2,0.0
Na4H4PdPt,0.0
Na4Eu2GeAs4,0.0
Na4Er2(IrO4)3,0.0
Na4Dy2(IrO4)3,0.0
Na4Cu7P4(ClO9)2,0.0
Na4CrO4,0.0
Na4CrO3,0.0
Na4Eu2GeP4,0.0
Na4Cr13Se23,0.0
Na4Co2P(CO4)4,0.0
Na4Co2C4SO16,0.0
Na4CaSn6,0.0
Na4CrH6ClO7,0.0
Na4Eu2P4Pb,0.0
Na4Eu2SiP4,0.0
Na4Ge9O20,0.0
Na4Ga3Ge3O16,0.0
Na4Eu2SiAs4,0.0
Na4Fe6O13,0.0
Na4Fe2P(CO4)4,0.0
Na4Fe2As(CO4)4,0.0
Na4Eu2SnP4,0.0
Na4Eu2SnAs4,0.0
Na6SiNi2(CO4)4,0.0
Na6Sn2P(CO4)4,0.0
Na6Ti11O24,0.0
NaFe2(MoO5)2,0.0
NaFe2(SiO3)4,0.0
NaFe3P3O13,0.0
NaFe3Si3O10,0.0
NaFeAs,0.0
NaFeCuS2,0.0
NaFeCuSe2,0.0
NaFeN,0.0
NaFeO3,0.0
NaHf3(NCl)3,0.0
NaHf2TiF11,0.0
NaH2Pd3,0.0
NaGe4(PbO4)3,0.0
NaFe12O19,0.0
NaGdHg2,0.0
NaGa3,0.0
NaGa,0.0
NaFeS2,0.0
NaFeRuO4,0.0
NaGdTiNbO6F,0.0
NaEuZrWO6,0.0
NaEuO2,0.0
NaEuNiGeO6,0.0
NaEuNbWO6,0.0
NaEuHfWO6,0.0
NaEuHfSbO6,0.0
NaEuHfFeO6,0.0
NaEuHf2O6,0.0
NaEuGeO4,0.0
NaEuCu2F8,0.0
NaEuHfSnO6,0.0
NaHf6(NCl)6,0.0
NaEuP2H4CO7,0.0
NaEuZrTiO6,0.0
NaEuZr2O6,0.0
NaEuV4O12,0.0
NaEuTl2,0.0
NaEuTiSnO6,0.0
NaEuP2O7,0.0
NaEuTiO4,0.0
NaEuTiBiO6,0.0
NaEuSe2,0.0
NaHf8(NCl)8,0.0
NaHfMg14,0.0
NaLaZrFeO6,0.0
NaLaNb2O6,0.0
NaLaZrVO6,0.0
NaLaMg6,0.0
NaLaMg14,0.0
NaLaHfNbO6,0.0
NaLaCuTe4,0.0
NaLaAu2,0.0
NaLi(WO3)4,0.0
NaLi2(RuO2)6,0.0
NaLiMg6,0.0
NaLiMg14,0.0
NaLi5Fe2P2(CO7)2,0.0
NaLi3,0.0
NaLi2Sn,0.0
NaLi2Pb,0.0
NaLi2N,0.0
NaLi2Mo2P3O14,0.0
NaLa2Se3,0.0
NaHg3,0.0
NaHg2,0.0
NaHg,0.0
NaHfSnWO6,0.0
NaHgPd2,0.0
NaHfMg6,0.0
NaHfMg30O31,0.0
NaHfMg14O15,0.0
NaLa2Mn3O9,0.0
NaHoIrO4,0.0
NaIn,0.0
NaLa(RuO3)2,0.0
NaLa,0.0
NaIrO3,0.0
NaInSn4,0.0
NaInPd2,0.0
NaHoTl2,0.0
NaInHg2,0.0
NaIn3,0.0
NaIn2Au,0.0
NaIn2,0.0
NaIn(WO3)2,0.0
NaInAg2,0.0
NaEu2Tl,0.0
NaCd2Pd,0.0
NaCd2Pt,0.0
NaCd2Rh,0.0
NaCd3,0.0
NaCd4As3,0.0
NaCdBi,0.0
NaCdHg2,0.0
NaCdIn4(PO4)6,0.0
NaCdO2,0.0
NaCdPd2,0.0
NaCdSb,0.0
NaCeMg30O32,0.0
NaCeMg14O16,0.0
NaCeHg2,0.0
NaCeAu2,0.0
NaCeCuTe4,0.0
NaCd(RhO2)4,0.0
NaCaZrWO6,0.0
NaCa3IrO6,0.0
NaCa2Tl,0.0
NaCa2Rh,0.0
NaCa4TaTi4O15,0.0
NaCa2La7Mn10O30,0.0
NaCO3,0.0
NaC64,0.0
NaBiTe2,0.0
NaBiSe2,0.0
NaBiPd2,0.0
NaCa2In,0.0
NaCeMg6,0.0
NaCaDyFeO6,0.0
NaCaTl2,0.0
NaCaTbFeO6,0.0
NaCaSiO4,0.0
NaCaSb2O7,0.0
NaCaNbWO6,0.0
NaCaMg14,0.0
NaCaLaFeO6,0.0
NaCaHfWO6,0.0
NaCaEuWO6,0.0
NaCeMg6O8,0.0
NaCu2O3,0.0
NaCu2H3O10,0.0
NaCu3(RuO3)4,0.0
NaCu5S3,0.0
NaCuF3,0.0
NaEu2AlP3,0.0
NaEu(PO3)4,0.0
NaEu(MoO4)2,0.0
NaCuAsO4,0.0
NaEr(Pd3O4)2,0.0
NaCuPO4,0.0
NaCuO2,0.0
NaCuMoO5,0.0
NaCrN2,0.0
NaCr6O11,0.0
NaCo11O17,0.0
NaCo(PO3)3,0.0
NaCeV4O12,0.0
NaCeTi4O12,0.0
NaCeTi2O6,0.0
NaCeS2,0.0
NaCeSe2,0.0
NaCo2H3(SO5)2,0.0
NaCo2O3,0.0
NaCr4O8,0.0
NaCr4O12,0.0
NaCr2O4,0.0
NaCoCu3Se4,0.0
NaCoAsCO7,0.0
NaCo3O4,0.0
NaCo2P2O9,0.0
NaCoO2,0.0
La5NiGe3,0.0
La5P12Ir19,0.0
La5P12Ru19,0.0
La5PPb3,0.0
La5Pb3C,0.0
La5Pb3Cl,0.0
La5Pb3O,0.0
La5Pb3S,0.0
La5Pb3Se,0.0
La5Pb4,0.0
La5Re3NiO16,0.0
La5Rh4,0.0
La5Ru2,0.0
La5SmS8,0.0
La5Sm3Ni7AgO20,0.0
La5Sm3Co7CuO24,0.0
La5Si5I3,0.0
La5MnPb3,0.0
La5Si3,0.0
La5SbPb3,0.0
La5S8,0.0
La5MnOs3O16,0.0
La5Mn5O16,0.0
La5MgCu4P4(ClO2)2,0.0
La5CuGe3,0.0
La5CuBi3,0.0
La5Cu5O13,0.0
La5Cu19P12,0.0
La5CoPb3,0.0
La5CoGe3,0.0
La5Bi3Br,0.0
La5Bi3,0.0
La5BPb3,0.0
La5CrPb3,0.0
La5Sn3,0.0
La5FeGe3,0.0
La5Mg41,0.0
La5Ir3,0.0
La5Ir2,0.0
La5In11Ni6,0.0
La5Ge3O,0.0
La5B3O13,0.0
La5Sn3C,0.0
La6Mn5O18,0.0
La6Ni6P17,0.0
La6P17Pd6,0.0
La6Si3Ni2,0.0
La6Si7Br3,0.0
La6Sm2Co7AgO20,0.0
La6Sm2Co7AgO24,0.0
La6TlCo13,0.0
La6Zn4Pd13,0.0
La6ZnCu,0.0
La6ZnSb15,0.0
La7SmCo6(AgO10)2,0.0
La7SmCo5(CuO8)3,0.0
La7Rh3,0.0
La7Pt3,0.0
La7P12Pd17,0.0
La7Ni16,0.0
La7Ir3,0.0
La6Zr8F47,0.0
La7Ni3,0.0
La6Mg23P,0.0
La6Mg23C,0.0
La6Al4Fe9P,0.0
La6Al4Fe9As,0.0
La6Al3Ni4SnRu,0.0
La6Al3Fe11,0.0
La6Al3Fe10As,0.0
La5ZnPb3,0.0
La5Tl3,0.0
La5Ti5O17,0.0
La5Ti4O15,0.0
La5Sn3I,0.0
La5Sn3Cl,0.0
La5Sn3Br,0.0
La6AlFe13,0.0
La6Ga3Co11,0.0
La6Cu6O17,0.0
La6Cr(GeS7)2,0.0
La6Co13Sn,0.0
La6Co13Pb,0.0
La5AsPb3,0.0
La5Al3Ni2,0.0
La4Bi4S8O3F,0.0
La4C2Cl5,0.0
La4C5Cl2,0.0
La4CdCo,0.0
La4CdIr,0.0
La4CdNi,0.0
La4CdPd,0.0
La4CdRu,0.0
La4Co2Sn5,0.0
La4Fe(CoO4)3,0.0
La4DyC10,0.0
La4Cu5Sb8,0.0
La4Cu5As8,0.0
La4Bi2Pb,0.0
La4Cu3TeO12,0.0
La4Cu3Sb8,0.0
La4Cu3MoO12,0.0
La4CoS7,0.0
La4Co3ReO12,0.0
La4Co3O10,0.0
La4B4I5,0.0
La4B4Cl5,0.0
La3Y(MnSi)4,0.0
La3UAl8,0.0
La3Tm,0.0
La3TlC,0.0
La3Tl5,0.0
La3Tl,0.0
La3TiBeS7,0.0
La3Ti4O12,0.0
La3Te4,0.0
La4Fe(NiO4)3,0.0
La3ZnNi3,0.0
La4B2CI5,0.0
La4As3,0.0
La4Al5Br2,0.0
La4Al51W7,0.0
La4(YS2)11,0.0
La3ZnCuRh2PbO12,0.0
La4(ErS2)11,0.0
La4(CoB2)3,0.0
La3Zr,0.0
La4(HoS2)11,0.0
La4Fe(SbSe5)2,0.0
La4Sm4Co7CuO24,0.0
La4Sm4Co7AgO24,0.0
La4Sm4Co7AgO20,0.0
La4SiI5,0.0
La4Sb2Pb,0.0
La4S7,0.0
La4Ru6O19,0.0
La4Rh3,0.0
La4Re6O19,0.0
La4SbTe7,0.0
La4Re(NiO4)3,0.0
La5AgPb3,0.0
La5(Sn5Ir2)2,0.0
La5(MoO4)4,0.0
La5(BN3)2,0.0
La5(AlBr)4,0.0
La4Zr8Ni15As16,0.0
La4YC10,0.0
La4TiMn5(PbO9)2,0.0
La4Ti5(Si2O11)2,0.0
La4Ti5(S6O)2,0.0
La4ZnCu(RhO6)2,0.0
La4Pr(CoP)10,0.0
La4P9Rh8,0.0
La4MgCo,0.0
La4In5S13,0.0
La4In21Pd10,0.0
La4HoC10,0.0
La4H9,0.0
La4GaSi3,0.0
La4FeSe6O,0.0
La4Fe3NiO12,0.0
La4Ge7,0.0
La4MgNi,0.0
La4MgRu,0.0
La4Os6O19,0.0
La4NiS7,0.0
La4Ni3WO12,0.0
La4Ni3Sn8,0.0
La4Ni3O10,0.0
La4MgRh,0.0
La4MnSe6O,0.0
La4Mn3Sb8,0.0
La4Ni3MoO12,0.0
La7SmCo6(CuO12)2,0.0
La7SmMn3Fe5O24,0.0
Li2Cu(PO3)4,0.0
Li2Cu2(SO4)3,0.0
Li2Cu2F7,0.0
Li2Cu2P4O13,0.0
Li2Cu5(PO4)4,0.0
Li2Cu4Si4O13,0.0
Li2Cu3F8,0.0
Li2Cu3F7,0.0
Li2Cu(HO)4,0.0
Li2Cu3F11,0.0
Li2Cu3(P2O7)2,0.0
Li2Cu3(CO3)3,0.0
Li2Cu2TeO6,0.0
Li2Cu2Si8O19,0.0
Li2Cu2S3,0.0
Li2CrCo3O8,0.0
Li2Cr3SnO8,0.0
Li2Cr3P5O18,0.0
Li2Cr3O6,0.0
Li2Cr3NiO8,0.0
Li2CrO3,0.0
Li2CrFeAs2,0.0
Li2Cu7F16,0.0
Li2CuBiO4,0.0
Li2CuSnO4,0.0
Li2DyTl,0.0
Li2ErIn,0.0
Li2Eu5O8,0.0
Li2Eu5Sn7,0.0
Li2EuGe,0.0
Li2Fe(PO4)2,0.0
Li2Fe(PO3)8,0.0
Li2Fe(NiO3)2,0.0
Li2Fe(CuO3)2,0.0
Li2Fe(CoO3)2,0.0
Li2CuNiO4,0.0
Li2CuGe,0.0
Li2CuF6,0.0
Li2CuF5,0.0
Li2CuF4,0.0
Li2CuAs,0.0
Li2CuS2,0.0
Li2CuPCO7,0.0
Li2CuP,0.0
Li2BiO3,0.0
Li2Ca,0.0
Li2Ca5N4,0.0
Li2CaAl,0.0
Li2CaIn,0.0
Li2CaSi,0.0
Li2CdPd,0.0
Li2CdPb,0.0
Li2CdIn,0.0
Li2CdHg,0.0
Li2CdBi,0.0
Li2CdAu,0.0
Li2Cd,0.0
Li2CaSn,0.0
Li2CdGe,0.0
Li2BiO2,0.0
Li2BiBO5,0.0
Li2BiAu,0.0
Li2AgSn,0.0
La8(BiSb)3,0.0
La8(BiPb)3,0.0
La7ZnNi2,0.0
La7SmTi2V6O24,0.0
La7SmNi6(AgO12)2,0.0
La7SmMnFe7O24,0.0
La7SmMn7CuO20,0.0
La7SmV8O24,0.0
Li2CdSb,0.0
Li2AgSn2,0.0
Li2Bi(BO3)2,0.0
Li2BPt3,0.0
Li2BPd3,0.0
Li2B2Rh3,0.0
Li2Al,0.0
Li2AlSi,0.0
Li2AlPt,0.0
Li2AlPd,0.0
Li2AlGa,0.0
Li2AlAg,0.0
Li2Al2FeO6,0.0
Li2AlRh,0.0
Li2Ce2Ge3,0.0
Li2Ce2Si3,0.0
Li2Cr(PO3)8,0.0
Li2CoO3,0.0
Li2CoNiO4,0.0
Li2Cr3CoO8,0.0
Li2Cr3(CO3)6,0.0
Li2Cr2Si2O9,0.0
Li2Cr2NiO6,0.0
Li2Cr2FeO6,0.0
Li2Cr2CoO6,0.0
Li2Cr2(PO4)3,0.0
Li2Cr(Si2O5)3,0.0
Li2Cr2P4H3O16,0.0
La7SmMn2(FeO4)6,0.0
Li2CoNi3O8,0.0
Li2Co3NiO8,0.0
Li2Co2NiO6,0.0
Li2Co12P7,0.0
Li2Co(NiO3)2,0.0
Li2CeIn,0.0
Li2Ce5Sn7,0.0
Li2CeSb2,0.0
Li2CoN2,0.0
Li2CoCuO4,0.0
Li2CoCl4,0.0
Li2Co3SbO8,0.0
Li2Co4O7F,0.0
La3TaGa5O14,0.0
La3SnN,0.0
LaNb2CuBrO7,0.0
LaNb2CuClO7,0.0
LaNb8O14,0.0
LaNd3,0.0
LaNd3Cr4O12,0.0
LaNdAl4,0.0
LaNdC4,0.0
LaNdCo10,0.0
LaNi3,0.0
LaNi2Rh3,0.0
LaNi2AsN,0.0
LaNi,0.0
LaNdTl2,0.0
LaNdNi10,0.0
LaNdMn2O6,0.0
LaNdIr2,0.0
LaNdZn2,0.0
LaNO5,0.0
LaN,0.0
LaMoN3,0.0
LaMnCuGe2,0.0
LaMnAlNi3,0.0
LaMn7O12,0.0
LaMn4(CuO4)3,0.0
LaMnFeGe2,0.0
LaMn3Ni2,0.0
LaMn2CdO6,0.0
LaMgTl2,0.0
LaNi3B,0.0
LaMnFeSi2,0.0
LaMnN3,0.0
LaMo6(SeS)4,0.0
LaMo12PbSe16,0.0
LaMnSi2,0.0
LaMnSi,0.0
LaMnO3,0.0
LaMnGe,0.0
LaMgTl,0.0
LaP,0.0
LaP5,0.0
LaPPd,0.0
LaPPt,0.0
LaPRh,0.0
LaPb2,0.0
LaPb3,0.0
LaPbAu2,0.0
LaPd,0.0
LaPd3,0.0
LaPd3S4,0.0
LaPdO3,0.0
LaPr(MnSi)4,0.0
LaPr(CoP)4,0.0
LaPmZn2,0.0
LaPmIr2,0.0
LaPmGa2,0.0
LaPdPb,0.0
LaPmMg2,0.0
LaOs2,0.0
LaNiAs,0.0
LaNi5Sn,0.0
LaNi5P3,0.0
LaNiBN,0.0
LaNi5H6,0.0
LaNi5As3,0.0
LaNi4Rh,0.0
LaNiGe3,0.0
LaO,0.0
LaNiSnH2,0.0
LaNiSnH,0.0
LaNiSn2,0.0
LaNiGe2,0.0
LaNiSn,0.0
LaNiSb2,0.0
LaNiSb,0.0
LaNiP,0.0
LaNiSb3,0.0
LaMgTiS4,0.0
LaMgSi2,0.0
LaMgRh,0.0
LaMg(FeO3)2,0.0
LaMg11Al,0.0
LaMg12,0.0
LaMg14Al,0.0
LaMg14Bi,0.0
LaMg14Cd,0.0
LaMg14Co,0.0
LaMg14Cu,0.0
LaMg14Fe,0.0
LaMg14Ga,0.0
LaMg14Sn,0.0
LaMg14Sb,0.0
LaMg,0.0
LaMg14Mo,0.0
LaInHg2,0.0
LaInCu5,0.0
LaInCu2,0.0
LaInAu,0.0
LaInNi,0.0
LaIn5Co,0.0
LaIn4Ni,0.0
LaIn2Rh,0.0
LaIn2Pd,0.0
LaMg14Ti,0.0
LaInNi2,0.0
LaInPd2,0.0
LaInNi5,0.0
LaLuC3,0.0
LaIr5,0.0
LaIr3,0.0
LaIr2,0.0
LaInRh,0.0
LaInPt4,0.0
LaLuAl4,0.0
LaMg7,0.0
LaMg6Zr,0.0
LaMg6Sn,0.0
LaMgAg,0.0
LaMg6Sb,0.0
LaMg6Cu,0.0
LaMg6Si,0.0
LaMgPd,0.0
LaMgNi4,0.0
LaMgGa,0.0
LaMgFeNiO6,0.0
LaMgCrWO6,0.0
LaMgCrNiO6,0.0
LaMgCrBiO6,0.0
LaMgCd2,0.0
LaMgAu2,0.0
LaPr3(CoP)8,0.0
LaMg6Co,0.0
LaMg6Cd,0.0
LaMg2Ag,0.0
LaMg14Zr,0.0
LaMg14Zn,0.0
LaMg2Ni9,0.0
LaMg6Bi,0.0
LaMg6Al,0.0
LaMg5,0.0
LaMg4Cu,0.0
LaMg3,0.0
LaMg2V3S8,0.0
LaMg2Ti3S8,0.0
LaMg2Pd,0.0
La3Ta(ClO2)3,0.0
LaPr3Mn4O12,0.0
LaPrAl6,0.0
La3HfSb5,0.0
La3Hg,0.0
La3Ho,0.0
La3In,0.0
La3In4Ge,0.0
La3InCoS7,0.0
La3InGe,0.0
La3InN,0.0
La3InNiS7,0.0
La3InPb4,0.0
La3Ir,0.0
La3Ir2,0.0
La3Ir3O11,0.0
La3IrI3,0.0
La3MgTi3CrO12,0.0
La3MgBi5,0.0
La3Mg2MnS8,0.0
La3Hf,0.0
La3Lu,0.0
La3IrO7,0.0
La3Ge5,0.0
La3Ge3Cl2,0.0
La3Cu4(As2O)2,0.0
La3Cu2S7,0.0
La3Co4Sn13,0.0
La3Dy,0.0
La3Co3O8,0.0
La3Co2S7,0.0
La3Co29(Si2B5)2,0.0
La3Co,0.0
La3Ce4O12,0.0
La3Cd(FeO3)4,0.0
La3Co2Sn7,0.0
La3MnAlS7,0.0
La3DyC8,0.0
La3Eu,0.0
La3GaCuSe7,0.0
La3GaCoS7,0.0
La3GaBr3,0.0
La3Ga4Cl,0.0
La3Er,0.0
La3FeW(SO2)3,0.0
La3FeNiS7,0.0
La3Fe4AgO12,0.0
La3Fe2S7,0.0
La3FeSiS7,0.0
La3Cd,0.0
La3MnBi5,0.0
La3MnO7,0.0
La3Rh2,0.0
La3Rh4Pb13,0.0
La3Ru,0.0
La3Ru3O11,0.0
La3RuBr3,0.0
La3RuO7,0.0
La3SbI3,0.0
La3Sc,0.0
La3ScAl8,0.0
La3ScBi5,0.0
La3Si2,0.0
La3Si2Rh3,0.0
La3Si3Ni,0.0
La3Si7Ni3,0.0
La3SnC,0.0
La3Sn5,0.0
La3Sn4,0.0
La3Sn13Ru4,0.0
La3Re2O9,0.0
La3SiPd5,0.0
La3SiI3,0.0
La3SiCl3,0.0
La3SiBr3,0.0
La3Sn13Ir4,0.0
La3Pt4,0.0
La3Pt3O11,0.0
La3Ni13B2,0.0
La3Ni,0.0
La3Nd(CuO4)2,0.0
La3Nd,0.0
La3Nb8O24,0.0
La3Nb(ClO2)3,0.0
La3MnW(SO2)3,0.0
La3MnS5,0.0
La3MnGaS7,0.0
La3Ni3Bi4,0.0
La3PrMn4O12,0.0
La3Pr(CoP)8,0.0
La3Pm,0.0
La3Pd4,0.0
La3PbI3,0.0
La3Ni2Sn7,0.0
La3PBr3,0.0
La3OsO7,0.0
La3Os,0.0
La3NiBr3,0.0
La3PI3,0.0
La3C3Cl2,0.0
La3Bi4Pt3,0.0
La2SnS5,0.0
La2TcNiO6,0.0
La2Te5,0.0
La2Th11O26,0.0
La2Ti2O5,0.0
La2Ti3CuO10,0.0
La2Ti3NiO10,0.0
La2TiCoO6,0.0
La2TiCrO6,0.0
La2US5,0.0
La2UAs3,0.0
La2U2Se9,0.0
La2TlZn,0.0
La2TlHg,0.0
La2TiCuO6,0.0
La2TlCd,0.0
La2Sn5Rh3,0.0
La2Sn5,0.0
LaPt5,0.0
LaPt3,0.0
LaPt2,0.0
LaPrMn2O6,0.0
LaPrMg2,0.0
LaPrIr2,0.0
LaPrIn2,0.0
LaPrNi10,0.0
La2Sb,0.0
La2Sn4Ir,0.0
La2Sn3,0.0
La2SmS4,0.0
La2Si5Rh3,0.0
La2Si3Rh,0.0
La2RuO5,0.0
La2Si3Ni,0.0
La2SbO6,0.0
La2SbI2,0.0
La2SbAu3,0.0
La2Sb4Ir3,0.0
La2UTe4,0.0
La3Ag,0.0
La39Se56,0.0
La3(ZnPt)4,0.0
La3(VN3)2,0.0
La3Al,0.0
La3(SiNi)4,0.0
La3(Si3Pd10)2,0.0
La3(ReO5)2,0.0
La3(P3Pd10)2,0.0
La3(OsO5)2,0.0
La3(NbN3)2,0.0
La3Bi3O11,0.0
La3B(CBr)2,0.0
La3AuI3,0.0
La3AsI3,0.0
La3Al(FeO3)4,0.0
La3AlO,0.0
La3AlNiS7,0.0
La3AlN,0.0
La3AlFeS7,0.0
La3AlC,0.0
La3AlVS7,0.0
La3(GeRh)2,0.0
La2ZnHg,0.0
La2ZnGa,0.0
La2ZnBiO6,0.0
La2ZnBi4,0.0
La2ZnAg,0.0
La2Zn5Sn,0.0
